"ID";"Wave";"SiteCode";"Categories";"Feedback"
"991369";"Wave 1 2024";"7011";"Service, Cleanliness";"Pelayanan RA sama kasir perlu diperbaiki lagi, terdapat tempat sampah toilet tetapi pada pintu keluar tidak pada toilet, tidak terdapat tisu pada toilet."
"991367";"Wave 1 2024";"2200";"Cleanliness, Facility";"Secara keseluruhan pelayanan yang diberikan oleh Retail Assistant and Kasir sudah bagus. Untuk hal yang perlu lebih diperhatikan lagi pada bagian interior apakah sudah bersih and layak untuk di pandang oleh Pelanggan and juga di jaga extra lagi kebersihan pada Fiiting Roomnya karna Fitting Room yang bersih and nyaman akan membuat Pelanggan merasa senang. Untuk toilet agar diberi tissue karna setelah cuci tangan pasti akan di lap menggunakan tissue and kalau bisa penempatan posisi dari toilet diubah jadi tidak gabung with area Gudang."
"991421";"Wave 1 2024";"2108";"Cleanliness, Facility";"Untuk Outletnya terlihat bersih and rapih, Retail Assitantnya juga terlihat aktif dalam melayanin Pelanggan. Namun untuk toiletnya terlihat kotor, and flush closetnya tidak berfungsi."
"991551";"Wave 1 2024";"2199";"Cleanliness, Service, Transaction Process";"Toko Eiger Ahmad Yani Banjarmasin terlihat bersih and rapi pada display produk, namun terdapat seekor kucing yang masuk, akan tetapi Retail Assistant mengatakan hal tersebut sudah biasa. Untuk lantai toko terdapat karung yang diletakan pada lantai sehingga terkesan toko tidak rapi. Pelanggan di layani oleh Retail Assistant yang mana juga menjadi Kasir. Pelanggan dilayani with baik and ramah, akan tetapi Retail Assistant kurang inisiatif dalam menawarkan Pelanggan untuk mencoba produk yang diminati karena Retail Assistant tetap berapa di belakang meja kasir, lalu dalam menjelaskan promo and member Pelanggan yang lebih dulu bertanya."
"991555";"Wave 1 2024";"2352";"Cleanliness, Service, Transaction Process";"Toko Eiger Martapura terlihat rapi and bersih untuk display produknya, namun terdapat kardus barang yang di letakkan pada lantai sehingga terkesan toko tidak rapi. Pelanggan dilayani with baik oleh Retail Asistant and Kasir, namun keduanya kurang inisiatif dalam menginformasikan diskon promosi, menawarkan mencoba produk yang diminati Pelanggan, and tidak menanyakan kepemilikan memeber."
"991590";"Wave 1 2024";"2105";"Service, Cleanliness, Facility";"Retail Assistant dapat with baik menjelaskan mengenai produk yang ditanyakan oleh Pelanggan. Serta membantu mencarikan stock produk carrier di toko lain. Untuk toko terlihat bersih and nyaman untuk dilihat-lihat. Hanya saja, untuk toiletnya terlihat kotor and menyatu with area gudang."
"991597";"Wave 1 2024";"2099";"Cleanliness, Service, Transaction Process";"Toko Eiger Tulung Agung terlihat bersih and rapi untuk area display produk, namun untuk lantai toko terdapat tumpukan kardus yang terkesan toko kurang rapi. Untuk Retail Assistant yang melayani Pelanggan juga turun sebagai Kasir. Pelanggan dilayani dangan baik oleh Retail Assistant, akan tetapi Retail Assistant kurang inisiatif dalam menawarkan Pelanggan mencoba produk, mengecek kembali produk, and untuk diskon Pelanggan yang lebih dahulu menanyakan."
"991591";"Wave 1 2024";"7014";"Service, Facility";"Saat Pelanggan menuju kelantai 2 tidak terdapat Retail Assistant yang menemani. Suara background musik terdengar putus-putus and membuat tidak nyaman. Penilaian untuk menanyakan warna produk ditanyakan di bagian Kasir."
"991603";"Wave 1 2024";"2299";"Service, Transaction Process";"Harga pada price tag di scan dahulu walaupun tidak semua, tidak langsung menunjukkan harga, tidak inisiatif memberitahukan keunggulan, promo and member kepada pelanggan."
"991713";"Wave 1 2024";"7018";"Service";"Dilayani oleh 2 Retail Assistant."
"991693";"Wave 1 2024";"2066";"Service, Facility";"Retail Asisstant yang melayani merangkap menjadi Kasir. Secara keseluruhan pelayanan cukup baik, hanya saja kurang aktif dalam menjelaskan produk and keunggulan serta cara perawatan produk. Outlet tidak memiliki toilet."
"991737";"Wave 1 2024";"2318";"Service";"Terdapat 2 Retail Assistant yang membantu menjawab pertanyaan Pelanggan pada saat Pelanggan menanyakan terkait tas gunung best seller."
"991514";"Wave 1 2024";"2225";"Service, People";"Selama kunjungan, Retail Assistant terkesan kurang aktif and kurang menggali kebutuhan pelanggan. Retail Assistant yang melayani berperilaku sopan, namun terkesan cuek / tidak antusias."
"991757";"Wave 1 2024";"7005";"Service";"Retail Assistant and Kasir cenderung pasif saat berinteraksi with Pelanggan, mungkin bisa lebih ditingkatkan lagi kepeduliannya kepada Pelanggan."
"991854";"Wave 1 2024";"2263";"Service, Transaction Process";"Untuk keseluruhan sudah terdapat di kuesioner. Retail Assistant hanya kurang inisiatif and pasif untuk memberikan penjelasan kepada pelanggan seperti tidak memberikan penjelasan terkait keunggulan produk, cara perawatan, and kepemilikan member kepada Pelanggan."
"991842";"Wave 1 2024";"2336";"Service, Facility";"Pelayanan yang dilakukan oleh Retail Assistant sekaligus juga menjadi Kasir yang melayani cukup baik, hanya saja terkesan sangat pasif saat melakukan pelayanan kepada Pelanggan sehingga terlihat kurang bisa membantu sepenuhnya kebutuhan Pelanggan. Untuk toilet toko lokasinya tergabung with area gudang toko mengakibatkan Pelanggan menjadi tidak nyaman karena memasuki area sensitif dari toko."
"991395";"Wave 1 2024";"2057";"Service";"Secara keseluruhan semua temuan sudah dimasukkan ke dalam kuesioner. Namun hal yang perlu ditingkatkan lagi adalah inisiatif Retail Assistant untuk membantu and memberikan informasi kepada Pelanggan."
"991919";"Wave 1 2024";"2040";"Service, People";"Outlet sangat sepi, terdapat 2 Retail Assistant namun Retail Assistant yang berpakaian hitam tidak terlihat lagi ketika Pelanggan ke atas lagi, sehingga membuat Pelanggan kebingungan with produk."
"992238";"Wave 1 2024";"2303";"Service, Cleanliness";"Store Eiger Rembang dalam kondisi bersih, nyaman, and cukup luas. Pelayanan yang diberikan oleh Retail Assistant and kasir cukup informatif, mampu menjawab semua yang pertanyaan yang diajukan oleh Pelanggan. Untuk toilet mungkin harus lebih diperhatikan lagi agar selalu dalam keadaan kering."
"992292";"Wave 1 2024";"2309";"Service, People";"Saat Pelanggan memasuki store terdapat Pelanggan lain di sana yang sedang berinteraksi with Retail Assistant, terlihat dari interaksinya seperti teman yang akrab and bahasa yang digunakan pun santai. Retail Assistant melayani Pelanggan and sesekali sambil mengobrol with Pelanggan lain tersebut, sehingga menurut Pelanggan terkesan kurang baik dalam memberikan pelayanan."
"992240";"Wave 1 2024";"Closed";"Service";"Untuk Retail Assistant and kasir harus bisa lebih komitmen lagi untuk bagian kerja and jika sudah standby mohon layani pelanggan dari awal hingga akhir."
"989059";"Wave 1 2024";"2122";"Facility, Service";"Store Eiger Kelapa Gading memiliki ukuran store yang lebih besar dibandingkan with store lainnya, namun menurut Pelanggan ketersediaan display produk masih belum begitu lengkap jika dilihat dari produk-produk yang ada di website. Pelanggan mencari model tas yang cocok untuk wanita, and tidak hanya ada beberapa model pilihan saja. Kemudian dari segi pelayanan Retail Assistant cukup baik, aktif memberikan rekomendasi produk, namun saat itu Retail Assistant lain terlihat sedang membereskan price tag untuk produk display and Retail Assistant yang melayani Pelangganpun sesekali membantu membereskan price tag tersebut and tidak menghiraukan Pelanggan."
"989899";"Wave 1 2024";"2265";"Service, Cleanliness, Facility";"Store Eiger Hankam Bekasi dalam keadaan bersih, untuk pelayanan dari Retail Assistant terkesan pasif and cuek and untuk toiletnya terlihat sangat kotor serta closet tidak berfungsi with baik yang sangat terkesan kurang terawat dengan baik."
"991903";"Wave 1 2024";"2259";"Service, Facility";"Kasir and Retail Assistant cukup ramah dalam menawarkan produk produknya, untuk outletnya juga terlihat rapi, namun di dalam toilet untuk keran and jetspray tidak menyala."
"991942";"Wave 1 2024";"2187";"Service, Facility, People";"Display produk sangat baik and bersih. Retail Assistant menjawab and menawarkan produk with baik, namun kurang menjelaskan produk with detail. Hanya menjawab ketika Pelanggan bertanya. Suara musik tidak terdengar, malahan terdengar suara Staf yang sedang meeting di komputer kasir terdengar cukup kencang. Sebaiknya jika ada meeting online jangan dilakukan di area Kasir and sebaiknya suara meeting tersebut tidak terdengar oleh Pelanggan."
"990494";"Wave 1 2024";"Closed";"Service, Facility";"Saat kunjungan ke outlet Karawaci Tangerang, Outlet terlihat bersih and rapi, susunan display juga tertata rapi. Untuk Staf sangat membantu and sigap pada kebutuhan Pelanggan. Staf juga aktif menawarkan beberapa produk kepada Pelanggan. Toilet di outlet ini agar dapat diperhatikan kembali oleh pihak pengelola."
"991774";"Wave 1 2024";"2326";"Service, Transaction Process, People";"Toko Eiger Lhokseumawe terlihat bersih and rapi pada lantai 1 and lantai 2. Pelanggabn dilayani with baik oleh Retail Assistant. Retail Assistan hanya menawarkan member tetapi tidak mendaftarkan Pelanggan and Retail Assistan memakai jilbab yang panjangnya sama with baju. Untuk Kasir terlihat kurang antusias saat melayani Pelanggan. Kasir juga tidak meminta maaf atas miskomunikasi yang terjadi."
"991935";"Wave 1 2024";"2244";"People, Service";"Saat kedatangan Pelanggan pada toko Eiger, Pelanggan di sambut oleh Kasir pada lantai 1, yang mana Kasir tersebut menjelaskan tas gunung best seller. Kemudian Pelanggan di arahkan Kasir ke lantai 2 untuk lebih melihat-lihat banyak produk. Di lantai 2 Pelanggan dilayani oleh Retail Assistant yang membantu menanyakan stok, ukuran, and warna pada produk. Saat Pelanggan ingin melakukan pembayaran, Retail Assistant menjelaskan tentang diskon and promo di meja Kasir bersamaan with Kasir. Retail Assistant and Kasir tidak memakai ID Card and sama-sama mengenakan celana pendek."
"991956";"Wave 1 2024";"7036";"Cleanliness, Service, Transaction Process";"Toko Eiger MT.Haryono Balikpapan terlihat kurang rapi pada bagian lantai maupun display produk, and untuk toilet terlihat sangat tidak rapi and kotor pada dinding and langit-langit. Untuk pelayanan, Pelanggan dilayani with baik oleh Retail Assistant, namun kurang inisiatif untuk menawarkan Pelanggan untuk mencoba produk and tidak menawarkan Pelanggan untuk membuat member."
"991995";"Wave 1 2024";"2054";"Service, Process";"Outlet Eiger Radio Dalam sangat baik dari segi pelayanan karena dapat menjelaskan produk yang ditanyakan oleh Pelangan. Tetapi terlalu banyak Retail Assistant di bagian meja kasir sementara untuk tempat payment yang digunakan hanya satu, jadi terkesan menumpuk di bagian Kasir. Seharusnya yang diperbolehkan di area meja Kasir hanya petugas Kasir saja."
"990950";"Wave 1 2024";"2229";"Service, Cleanliness, Facility";"Saat Pelanggan datang hanya ada satu Retail Assistant yang sedang berjaga di kasir, kondisi waktu itu ada dua pelanggan. Pada awalnya tidak ada yang menemani saat Pelanggan melihat-lihat produk sampai hingga ke lantai 2. Kemudian setelah di lantai 2 untuk melihat-lihat akhirnya Pelanggan di datangi Retail Assistant. Antara tangga menuju lantai 2 teedapat kardus-kardus barang yang bertumpuk. Untuk Retail Assistant kasir agar bisa lebih Informatif lagi and Responsive kedatangan Pelanggan. Dan juga, untuk penataan barang agar lebih tertata lagi supaya tidak terjadi berantakan di area Display yang mengakibatkan Pelanggan-Pelanggan susah untuk jalan selama di lorong Display."
"992007";"Wave 1 2024";"5045";"Facility, Service, Transaction Process";"Letak gudang and toko berbeda, sehingga Pelanggan menunggu cukup lama untuk memperoleh barang yang diinginkan. Di Plaza Medan Fair terdapat dua gudang sehingga Retail Assistant harus berputar balik dari toko and gudang untuk mencari barangnya. Proses di Kasir juga cukup memakan waktu untuk menunggu, karena Retail Assistant merangkap menjadi Kasir, saat Pelanggan sudah selesai maka harus menunggu Kasir kembali mengambil barang. Pada saat yang bersamaan Pelanggan dilayani oleh dua Retail Assistant yang bergantian membantu, karena terdapat Pelanggan lain yang perlu dilayani oleh Retail Assistant."
"992034";"Wave 1 2024";"2070";"Cleanliness";"Store Eiger Yogya 4 Cokroaminoto kondisinya nyaman, sejuk, and rapi. Pelayanan yang cukup baik and jelas. Namun Toilet outlet terlihat dalam keadaan kotor."
"992084";"Wave 1 2024";"2152";"Service";"Saat Pelanggan menerima pelayanan di outlet EIGER cabang Kebumen pelayanan yang dirasakan pelanggan sudah cukup baik, hanya saja Retail Assistant harus lebih dapat mengenal and banyak menerima karakter pelanggan sehingga pelanggan merasa nyaman saat menerima pelayanan."
"992235";"Wave 1 2024";"7028";"Facility, Service";"Store Eiger Bekasi Utara nyaman, bersih, namun terdapat tangga yang digunakan untuk mengambil produk yang diletakkan di area jalan pelanggan sehingga dapat mengganggu. Pelayanan yang cukup baik, jelas, and detail."
"992987";"Wave 1 2024";"5017";"Service";"Retail Assistant yang melayani Nasabah masih terkesan pasif, tidak ada inisiatif untuk memberikan informasi-informasi mengenai produk and lebih ke hanya menjawab pertanyaan-pertanyaan yang diajukan oleh Pelanggan."
"992178";"Wave 1 2024";"7017";"Service";"Store terlihat rapi and bersih. Untuk Retail Assistant yang melayani sudah with baik menjelaskan mengenai produk yang ditanyakan and dapat merekomendasikan beberapa pilihan produk yang dicari oleh Pelanggan."
"992143";"Wave 1 2024";"2281";"Service, People";"Terdapat 3 Retail Assistant yang bertugas saat Pelanggan melakukan kunjungan ke store. Saat itu, kondisi storepun sedang sepi, hanya ada 1 Pelanggan. Namun pelayanan dari Retail Assistant sangat tidak memuaskan, tidak ada yang mendampingi Pelanggan ketika melihat-lihat produk. Retail Assistant terlihat tetap sibuk with pekerjaan tanpa menghiraukan Pelanggan, Retail Assistant menghampiri ketika Pelanggan mengajukan pertanyaan saja. Store Banjarnegara terdapat 2 lantai, namun untuk di lantai 2 tidak ada Retail Assistant yang bertugas sama sekali."
"992239";"Wave 1 2024";"2003";"Facility";"Terdapat Security yang memberi sambutan kepada Pelanggan. Terdapat bunyi sensor Alarm yang terus berbunyi yang menggangu kenyamanan Pelanggan pada saat berada di dalam outlet."
"992244";"Wave 1 2024";"2004";"Service";"Security melakukan sambutan \"Selamat datang di EIGER\", mungkin karena store di Bandung tergolong besar. Retail Assistant tidak terlalu fokus dalam melayani pelanggan, seperti pada salam akhir."
"992462";"Wave 1 2024";"2202";"Service";"Menurut pengamatan Pelanggan, Retail Assistant terlihat lebih sering ke gudang daripada standby di dalam toko. Secara keseluruhan pelayanan sudah cukup baik."
"992094";"Wave 1 2024";"2208";"People, Service, Cleanliness";"Untuk Retail Assistant yang Wanita Lt.2 terlihat tidak memakai lanyard with ID Card. Selain itu, suara dari Retail Assistant Wanita Lt.2 ini terdengar pelan/kecil sehingga penjelasan yang disampaikan tidak dapat terdengar baik oleh Pelanggan. Penilaian observasi toilet, terdapat barang lain di kamar mandi yaitu daun artifisial and tolet terkesan kurang rapi dikarenakan penempatan alat kebersihan tidak pada tempatnya and lantai toilet basah serta tissue yang habis ketika Pelanggan melakukan kunjungan. Layanan yang diberikan oleh masing-masing Staf sudah ramah and cukup memuaskan."
"992241";"Wave 1 2024";"7038";"Cleanliness, Service";"Toko Eiger Deliserdang terlihat rapi and bersih pada display produk lantai 1 and lantai 2, namun terdapat sampah double tape yang tertempel pada dinding toko and untuk area toilet Pelanggan dalam keadaan lantai yang cukup basah. Untuk pelayanan, Pelanggan dilayani oleh Retail assistant yang mana juga merangkap sebagai Kasir. Awalnya terdapat Kasir laki-laki yang melayani Pelanggan, kemudian digantikan oleh Retail Assistant yang melayani Pelanggan sebelumnya."
"992341";"Wave 1 2024";"2233";"Cleanliness, Service, Transaction Process";"Toko Eiger Ahmad Yani Cilegon terlihat rapi and bersih pada area display produk baik dilantai 1 maupun dilantai 2, namun untuk toilet terlihat kurang rapi. Untuk pelayanan Pelanggan dilayani oleh Retail Assistant yang mana juga merangkap sebagai Kasir. Pelanggan dilayani dengam baik, namun Retail Assistant kurang inisiatif dalam melakukan cross selling, menawarkan untuk mencoba produk, and tidak menginformasikan diskon promosi yang berjalan di toko."
"992350";"Wave 1 2024";"2226";"Service, Cleanliness";"Retail Assistant yang melayani Pelanggan tidak sigap and pasif. Retail Assistant hanya melayani and menjawab pertanyaan yang Pelanggan ajukan tanpa menjelaskannya lebih dulu. Selain itu, untuk area toilet juga kotor. Terdapat banyak barang didalamnya, sehingga Pelanggan kurang nyaman menggunakan toilet tersebut."
"992271";"Wave 1 2024";"7035";"Cleanliness, Service";"Toko Eiger Trenggalek terlihat rapi and bersih, namun terdapat kardus berisikan produk yang diletakan pada jalur Pelanggan. Untuk pelayanan, Retail Assistant and kasir adalah orang yang sama, Pelanggan dilayani with baik and ramah, namun Retail Assistant masih kurang inisiatif dalam melayani Pelanggan."
"992337";"Wave 1 2024";"2030";"People, Service";"Untuk Outlet sudah terlihat baik and bersih, untuk Retail Assistant seperti tidak bersemangat untuk melayanin Pelanggan dikarenakan kurang senyum and terkesan kurang ramah."
"990058";"Wave 1 2024";"2113";"Facility, Cleanliness, Transaction Process";"Tidak ada lahan parkir untuk Pelanggan yang menggunakan mobil, Toilet Pelanggan tergabung with Area Gudang and kondisinya terlihat kurang rapi, Terdapat ketidaksesuaian harga price tag with di Kasir, namun diberikan harga terendah yang berada di price tag."
"991377";"Wave 1 2024";"2258";"Service, Cleanliness";"Store Eiger Bondowoso terlihat rapi, bersih, and dalam kondisi yang nyaman. Pelayanan yang diberikan cukup informatif walaupun masih terdapat beberapa poin yang terlewat seperti menjelaskan keuggulan produk tas and perawatan tas. untuk toilet kondisi lantai basah and peletakkan sabun cuci muka yang tidak rapi."
"992080";"Wave 1 2024";"2184";"Service";"Retail Assistant kurang aktif dalam memberikan penjelasan kepada pelanggan. Selain itu ketika Pelanggan ingin bertanya, Retail Assistant mengarahkan Pelanggan untuk bertanya di Kasir."
"992509";"Wave 1 2024";"2307";"Service";"Pelayanan cukup baik and ramah, Retail Asistant and Kasir merekomendasikan with baik barang yang dibutuhkan Pelanggan, hanya saja Retail Assistant kurang aktif menjelaskan keunggulan produk."
"992467";"Wave 1 2024";"2180";"Service, Cleanliness";"Store Eiger Dramaga Bogor dalam keadaan bersih, untuk pelayanan dari Retail Assistant terkesan pasif. Namun untuk toiletnya terlihat kotor and terdapat tidak rapi pada area pintu masuk toilet."
"992907";"Wave 1 2024";"5159";"Service, People";"Store dalam keadaan bersih and rapi, namun untuk Retail Assistantnya kurang bergegas untuk melayani Pelanggan, terlalu pasif. Semua Retail Assistant juga terlihat tidak menggunakan Lanyard and ID Card."
"992469";"Wave 1 2024";"2261";"Service";"Jumlah Retail Assistant pada saat Pelanggan melakukan kunjungan terhitung sedikit sehingga pelayanan Retail Assistant banyak tidak sesuai with SOP. Retail Assistant terlihat pasif terhadap Pelanggan and sebaliknya pelangga lebi aktif bertanya kepada Retail Assistant."
"993142";"Wave 1 2024";"2085";"Service";"Terdapat 2 Retail Assistant yang bertugas di dalam toko, 1 Retail Assistant berada di lantai 1 yang sekaligus merupakan Kasir sedangkan 1 Retail Assistant lain berada di lantai 2. Pelayanan Retail Assistant yang berada di lantai 2 kurang memuaskan, saat itu Retail Assistant hanya mengucapkan sambutan tanpa menghampiri, menanyakan kebutuhan and menemani Pelanggan saat melihat-lihat produk. Sehingga interaksi Pelanggan hanya with Retail Assistant yang berada di lantai 1 yang sekaligu membantu Pelanggan dalam proses pembayaran juga."
"992411";"Wave 1 2024";"2189";"Service";"Saat Pelanggan mendatangi outlet Retail Assistant and kasir sedang sibuk melayani Pelanggan lain, Retail Assistant di lantai 2 and kasir sedang melayani Pelanggan lain. Pelanggan awalnya dilayani oleh Retail Assistant wanita yang merangkap sebagai Kasir and menjelaskan mengenai produk yang ditanyakan, keunggulan produk and perawatan produk jika terjadi sobek secara spontan serta menginformasikan untuk melihat-lihat produk lainnya bisa di lantai 2. Setelahnya Pelanggan dilayani oleh Retail Assistant pria. Secara kesulurahan pelayanan yang diberikan kedua Staf tersebut sudah baik and terlihat aktif untuk menjelaskan ke Pelanggan. Untuk Outletnya cukup rapi and bersih. Untuk toiletnya juga terlihat cukup bersih."
"992997";"Wave 1 2024";"2022";"Service, Cleanliness";"Saat Pelanggan melakukan kunjungan ke Store Buaran Jakarta, kondisi store sedang cukup ramai yang jumlahnya lebih banyak dibandingkan with jumlah Retail Assistant yang bertugas. Retail Assistant cukup aktif dalam melayani Pelanggan, walaupun masih belum begitu inisiatif memberikan informasi-informasi kepada Pelanggan tanpa ditanya terlebih dahulu. Kemudian terdapat beberapa produk display yang terlihat kurang rapi, sehingga mengganggu estetika ruangan."
"992753";"Wave 1 2024";"2224";"Service, People";"Untuk outlet Ngaliyan Semarang, Retail Assistantnya ramah terhadap anak-anak Pelanggan sehingga Pelanggan merasa cukup nyaman saat melakukan kunjungan."
"992459";"Wave 1 2024";"2007";"Service";"ST EG UJUNG BERUNG BANDUNG tokonya terlihat bersih and nyaman. Untuk pelayanan yang diberikan oleh Retail Assistant seharusnya lebih aktif lagi dalam melayani Pelanggan. Pelanggan banyak bertanya mengenai produk yang diminati sedangkan dari Retail Assistant hanya membantu mengecheck ketersediaan stock and warna saja, tanpa menjelaskan lebih terkait produknya."
"992446";"Wave 1 2024";"2346";"Service";"Retail Assistant yang bertugas sangat responsif and memiliki inisiatif yang tinggi dalam menanyakan barang yang diperlukan Pelanggan. Retail Assistant juga menawarkan barang-barang yang available dari outlet Eiger lainnya jika barang yang diperlukan oleh Pelanggan tidak tersedia."
"992298";"Wave 1 2024";"2197";"Service, Cleanliness, People";"Outlet ST EG RIAU PEKANBARU untuk area display and juga Retail Assistant yang menjadi Kasir sangat ramah dalam melayani Pelanggan hanya saja Retail Assistant masih terlihat pasif sehingga Pelanggan perlu terlebih dulu bertanya kepada Retail Assistant. Untuk area toilet perlu diperhatikan lagi karena saat Pelanggan akan menggunakan toilet, lantai toilet sangat kotor and juga tempat sampah yang penuh. Terdapat tumpukan kardus di dekat tangga yang seharusnya lebih baik diletakkan di dalam gudang."
"992451";"Wave 1 2024";"2319";"Service, Transaction Process";"Retail Assistant terkesan sangat pasif and kurang aktif melayani Pelanggan, terutama pada penjelasan terkait garansi, keunggulan produk and cara merawat produk."
"992464";"Wave 1 2024";"5052";"Service";"Outlet Eiger SKA Pekanbaru rapi, bersih, and nyaman. Namun untuk Retail Assistant yang melayani Pelanggan masih pasif, perlu Pelanggan yang menghampiri and menanyakan terlebih dulu kepada Retail Assistant."
"992585";"Wave 1 2024";"2191";"Service, People, Facility";"Untuk Outlet terlihat rapi and bersih, Fitting room juga terlihat bersih. Namun untuk staff nya terlalu pasif tidak banyak menjelaskan sebelum ditanya oleh Pelanggan. Selain itu Retail Assistant memiliki ekspresi yang datar and terkesan kurang antusias saat berinteraksi with Pelanggan. Toilet di outlet ini perlu mendapatkan perhatian/perawatan dari pihak pengelola."
"992458";"Wave 1 2024";"Closed";"Service, People";"Retail Assistant Risa Melisa mencerminkan Retail Assistant EIGER yang menjalankan SOPnya dengan sangat baik, mulai dari menyambut Pelanggan with baik, Membantu mencarikan produk sesuai kebutuhan Pelanggan, and sangat mudah untuk diajak berkomunikasi. Selanjutnya juga terdapat Retail Assistant Rahmat Huda yang cukup membantu, tetapi atribut seragamnya kurang lengkap. Retail Assistant Rahmat Huda terlihat merapikan baju didekat area kasir."
"992908";"Wave 1 2024";"2215";"People, Cleanliness, Service";"Retail Assistant merangkap Kasir bernama Reva. Melayani with cukup baik and membuat Customer merasa terlayani with maksimal. Terdapat Retail Assistant wanita (berhijab) yang pertama kali menyambut Pelanggan di awal kedatangan.Retail Assistant tersebut tidak memakai Lanyard beserta ID Card. Terkait toilet terkesan kotor and seperti kurang diperhatikan kebersihannya oleh pihak outlet. Selain itu terdapat juga beberapa produk yang tertata kurang rapi. Harapan Customer, semoga kedepannya Outlet Eiger ini dapat berbenah menjadi leih baik lagi. Termasuk dalam menerapkan Standar Grooming yang sudah menjadi ketetapan di Eiger."
"992391";"Wave 1 2024";"2185";"Service";"Selama kunjungan, Retail Assistant tidak menyambut and terkesan kurang menyadari kedatangan Pelanggan. Retail Assistant kurang aktif menggali kebutuhan and menawarkan produk, namun sigap ketika Pelanggan butuhkan."
"992515";"Wave 1 2024";"Closed";"Service";"ST EG SAWANGAN LAMA DEPOK toko terlihat bersih and nyaman. Retail Assistant dapat melayani Pelanggan with baik, serta dapat mengarahkan Pelanggan untuk melihat di e-commerce jika barang tidak tersedia di toko."
"992567";"Wave 1 2024";"5163";"Service";"Toko terlihat bersih and rapi, Retail Assistant pria kurang memahami mengenai produk yang ditanyakan oleh Pelanggan. Retail Assistant tidak proaktif dalam melayani Pelanggan, hanya membantu sesuai yang ditanyakan oleh Pelanggan tanpa menawarkan atau merekomendasikan produk lain."
"992565";"Wave 1 2024";"5085";"Service, People";"Retail Assistant sedang menelpon with keras saat terdapat Pelanggan di dalam outlet, and Retail assistant yang melayani pada saat akhir tidak ada sehingga salam perpisahan di N/A."
"992575";"Wave 1 2024";"2135";"Cleanliness, Service, People";"Toko dalam keadaan bersih and rapi, hanya saja pada bagian toilet terlihat lantai and dinding yang sudah berkerak. Retail Assistant cukup pasif dalam menjelaskan mengenai produk and petugas terlihat berkumpul and sibuk berfoto saat ada Pelanggan. Beberapa Retail Assistant juga tidak menggunakan Lanyard and ID Card. Diharapkan kedepannya petugas bisa lebih aktif saat melayani Pelanggan."
"992579";"Wave 1 2024";"2178";"Service";"Outlet terlihat cukup bersih and rapi, namun untuk Retail Assistant telihat pasif dalam melayanin Pelanggan, tidak menjelaskan mengenai produk sebelum ditanyakan oleh Pelanggan."
"992519";"Wave 1 2024";"2124";"Service, People, Cleanliness";"Terdapat 2 Retail Assistant yang pasif pada saat melayani Pelanggan karena sedang mengikuti meeting online di meja kasir with suara yang lumayan terdengar oleh Pelanggan. Sebaiknya meeting online tidak dilakukan di area pelayanan agar Retail Assistant atau Kasir dapat memberikan pelayanan dengan baik and tidak mengganggu proses interaksi with Pelanggan. Untuk toilet dalam kondisi berantakan tidak rapi serta terdapat lantai, dinding yang kotor and alat-alat kebersihan serta seragam yang tergantung pada belakang pintu toilet."
"992592";"Wave 1 2024";"2102";"Service";"Retail Assistant terkesan pasif, tidak banyak bicara, tidak menjelaskan produk secara detail, tidak paham and tidak mengerti keinginan dari Pelanggan."
"992588";"Wave 1 2024";"2393";"Service, Cleanliness, Facility";"Store Eiger Grand Depok City dalam keadaan bersih, untuk pelayanan dari Retail Assistant terkesan pasif. Untuk toiletnya terlihat kotor serta terdapat lantai and dinding toilet yang rusak."
"992639";"Wave 1 2024";"2313";"Transaction Process, Service";"Ketika transaksi di Kasir, tas yang Pelanggan pilih memiiki perbedaan harga with di sistem kasir, namun kasir memastikan bahwa yang digunakan ini harga yang terendah atau yang Pelangan lihat ketika memilih-memilih tas. Akan tetapi karena sudah terinput di mesin edc and sistem nominalnya, jadi ada pengembalian uang cash dari Kasir."
"992595";"Wave 1 2024";"2018";"People";"Terdapat Retail Assistant menggunakan hijab tidak sesuai with ketentuan, dimana hijab tidak dimasukkan kedalam kerah seragam and juga menggunakan manset yang tidak senada with seragam."
"992610";"Wave 1 2024";"2159";"Facility, Service, People";"Pada saat Pelanggan memasuki outlet Retail Assistant yang terlihat hanya 1 orang, Retail Asisstant menjadi sangat sibuk karena hanya sendiri dalam mengelola outlet and saat Pelanggan kelantai 2 tidak terdapat Retail Assistant yang berjaga, tetapi Retail Assistant bergegas untuk menyusul keatas saat Retail Assistant yang lainya hadir. Retail Assistant Indra sangat membantu Pelanggan dalam menjelaskan and membantu mencarikan produk untuk Pelanggan. Namun, Retail Asisstant tidak menggunakan ID Card."
"992979";"Wave 1 2024";"2241";"Service";"Retail Assistant melayani with baik, namun masih terkesan pasif tidak ada inisiatif untuk memberikan informasi-informasi mengenai produk maupun member kepada Pelanggan. Sehingga harus Pelanggan yang terlebih dahulu mengajukan pertanyaan."
"992837";"Wave 1 2024";"2245";"Cleanliness, Facility";"Store dalam kondisi bersih and rapi, pelayanan dari Retail Assistantpun cukup baik dalam memberikan penjelasan mengenai produk kepada Pelanggan. Namun untuk kondisi toilet sangat tidak cocok untuk dijadikan toilet Pelanggan, karena kondisinya yang kurang terawat."
